survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,Age_Bin,Predicted_Fare,Fare_Group,Age_Normalized,Age_Standardized,Age_Category,Class_1,Class_2,Class_3
1,3,0,22.0,0,0,7.775,2,2,2,0,1,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,1,0,48.0,1,0,39.6,0,0,2,0,1,0,"(40.21, 60.105]",30.076075932532618,High,0.5978889168132696,1.3279117865113472,Adult,True,False,False
0,1,1,29.69869565217391,0,0,227.525,0,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,1,0,39.0,1,1,79.65,2,0,2,0,1,0,"(20.315, 40.21]",29.860305951873826,High,0.4847951746670017,0.6710680538683703,Adult,True,False,False
1,3,0,36.0,1,0,17.4,2,2,2,0,1,0,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,False,True
0,3,1,40.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.88428039416925,Low,0.4973611460165871,0.7440506908287011,Adult,False,False,True
0,2,1,28.0,0,0,13.5,2,1,1,1,0,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,True,False
0,3,1,24.0,2,0,24.15,2,2,1,1,0,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,3,1,19.0,0,0,7.8958,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
0,3,0,29.0,0,4,21.075,2,2,2,0,0,0,"(20.315, 40.21]",29.620561528919612,Medium,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
1,3,1,32.0,0,0,7.8542,2,2,1,1,1,1,"(20.315, 40.21]",29.692484855805876,Low,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,2,1,62.0,0,0,10.5,2,1,1,1,1,1,"(60.105, 80.0]",30.411718124668514,Medium,0.7738125157074642,2.3496687039559783,Senior,False,True,False
1,1,0,53.0,2,0,51.4792,2,0,2,0,1,0,"(40.21, 60.105]",30.195948144009723,High,0.6607187735611962,1.692824971313001,Adult,True,False,False
1,1,1,36.0,0,0,26.3875,2,0,1,1,1,1,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
0,3,1,16.0,0,0,8.05,2,2,1,1,0,1,"(0.34, 20.315]",29.30889377907914,Low,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
0,3,1,19.0,0,0,14.5,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
1,2,0,34.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.74043374039672,Medium,0.42196531791907516,0.3061548690667166,Young Adult,False,True,False
1,1,0,39.0,1,0,55.9,2,0,2,0,1,0,"(20.315, 40.21]",29.860305951873826,High,0.4847951746670017,0.6710680538683703,Adult,True,False,False
0,3,0,29.69869565217391,1,0,14.4583,0,2,2,0,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,3,1,32.0,0,0,7.925,2,2,1,1,1,1,"(20.315, 40.21]",29.692484855805876,Low,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,2,0,25.0,1,1,30.0,2,1,2,0,1,0,"(20.315, 40.21]",29.52466375973793,High,0.3088715757728072,-0.35068886357626033,Young Adult,False,True,False
1,1,0,39.0,1,1,110.8833,0,0,2,0,1,0,"(20.315, 40.21]",29.860305951873826,High,0.4847951746670017,0.6710680538683703,Adult,True,False,False
0,2,1,54.0,0,0,26.0,2,1,1,1,0,1,"(40.21, 60.105]",30.219922586305145,Medium,0.6732847449107816,1.7658076082733318,Adult,False,True,False
0,1,1,36.0,0,0,40.125,0,0,1,1,0,1,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
0,3,1,29.69869565217391,0,0,8.7125,0,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,18.0,0,2,79.65,2,0,2,0,1,0,"(0.34, 20.315]",29.35684266366998,High,0.22090977632570996,-0.8615673222985757,Minor,True,False,False
0,2,1,47.0,0,0,15.0,2,1,1,1,0,1,"(40.21, 60.105]",30.052101490237195,Medium,0.5853229454636844,1.2549291495510164,Adult,False,True,False
1,1,1,60.0,1,1,79.2,0,0,1,1,1,0,"(40.21, 60.105]",30.363769240077673,High,0.7486805730082935,2.203703430035316,Adult,True,False,False
0,3,1,35.0,0,0,7.125,2,2,1,1,0,1,"(20.315, 40.21]",29.76440818269214,Low,0.43453128926866047,0.3791375060270473,Young Adult,False,False,True
1,1,0,52.0,1,0,78.2667,0,0,2,0,1,0,"(40.21, 60.105]",30.171973701714304,High,0.648152802211611,1.6198423343526702,Adult,True,False,False
0,3,1,47.0,0,0,7.25,2,2,1,1,0,1,"(40.21, 60.105]",30.052101490237195,Low,0.5853229454636844,1.2549291495510164,Adult,False,False,True
0,3,0,29.69869565217391,0,2,7.75,1,2,2,0,0,0,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,37.0,1,0,26.0,2,1,1,1,0,0,"(20.315, 40.21]",29.812357067282985,Medium,0.4596632319678311,0.5251027799477088,Adult,False,True,False
0,3,1,36.0,1,1,24.15,2,2,1,1,0,0,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,False,True
1,2,0,29.69869565217391,0,0,33.0,2,1,2,0,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,False,True,False
0,3,1,49.0,0,0,0.0,2,2,1,1,0,1,"(40.21, 60.105]",30.10005037482804,Low,0.610454888162855,1.400894423471678,Adult,False,False,True
1,1,1,49.0,1,0,56.9292,0,0,1,1,1,0,"(40.21, 60.105]",30.10005037482804,High,0.610454888162855,1.400894423471678,Adult,True,False,False
1,2,0,24.0,2,1,27.0,2,1,2,0,1,0,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,1,1,29.69869565217391,0,0,42.4,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,44.0,0,0,8.05,2,2,1,1,0,1,"(40.21, 60.105]",29.98017816335093,Low,0.5476250314149284,1.0359812386700242,Adult,False,False,True
1,1,1,35.0,0,0,26.55,0,0,1,1,1,1,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,3,1,36.0,1,0,15.55,2,2,1,1,0,0,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,False,True
1,1,1,27.0,0,0,30.5,2,0,1,1,1,1,"(20.315, 40.21]",29.57261264432877,High,0.33400351847197784,-0.2047235896555988,Young Adult,True,False,False
1,2,0,22.0,1,2,41.5792,0,1,2,0,1,0,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,False,True,False
1,1,0,40.0,0,0,153.4625,2,0,2,0,1,1,"(20.315, 40.21]",29.88428039416925,High,0.4973611460165871,0.7440506908287011,Adult,True,False,False
0,3,0,39.0,1,5,31.275,2,2,2,0,0,0,"(20.315, 40.21]",29.860305951873826,High,0.4847951746670017,0.6710680538683703,Adult,False,False,True
0,3,1,29.69869565217391,0,0,7.05,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,2,0,24.0,1,2,65.0,2,1,2,0,1,0,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,3,1,34.0,1,1,14.4,2,2,1,1,0,0,"(20.315, 40.21]",29.74043374039672,Medium,0.42196531791907516,0.3061548690667166,Young Adult,False,False,True
0,3,0,26.0,1,0,16.1,2,2,2,0,0,0,"(20.315, 40.21]",29.54863820203335,Medium,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
1,2,0,4.0,2,1,39.0,2,1,0,0,1,0,"(0.34, 20.315]",29.021200471534083,High,0.04498617743151546,-1.8833242397432064,Minor,False,True,False
0,2,1,26.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.54863820203335,Medium,0.32143754712239253,-0.2777062266159296,Young Adult,False,True,False
0,3,1,27.0,1,0,14.4542,0,2,1,1,0,0,"(20.315, 40.21]",29.57261264432877,Medium,0.33400351847197784,-0.2047235896555988,Young Adult,False,False,True
1,1,1,42.0,1,0,52.5542,2,0,1,1,1,0,"(40.21, 60.105]",29.93222927876009,High,0.5224930887157577,0.8900159647493626,Adult,True,False,False
1,3,1,20.0,1,1,15.7417,0,2,1,1,1,0,"(0.34, 20.315]",29.40479154826082,Medium,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,3,1,21.0,0,0,7.8542,2,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,1,21.0,0,0,16.1,2,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Medium,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,1,1,61.0,0,0,32.3208,2,0,1,1,0,1,"(60.105, 80.0]",30.387743682373095,High,0.7612465443578789,2.276686066995647,Senior,True,False,False
0,2,1,57.0,0,0,12.35,1,1,1,1,0,1,"(40.21, 60.105]",30.29184591319141,Medium,0.7109826589595376,1.9847555191543242,Adult,False,True,False
1,1,0,21.0,0,0,77.9583,2,0,2,0,1,1,"(20.315, 40.21]",29.428765990556244,High,0.2586076903744659,-0.6426194114175834,Young Adult,True,False,False
0,3,1,26.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.54863820203335,Low,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
0,3,1,29.69869565217391,0,0,7.7333,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,1,80.0,0,0,30.0,2,0,1,1,1,1,"(60.105, 80.0]",30.843258085986097,High,1.0,3.663356169241932,Senior,True,False,False
0,3,1,51.0,0,0,7.0542,2,2,1,1,0,1,"(40.21, 60.105]",30.14799925941888,Low,0.6355868308620256,1.5468596973923396,Adult,False,False,True
1,1,1,32.0,0,0,30.5,0,0,1,1,1,1,"(20.315, 40.21]",29.692484855805876,High,0.39683337521990447,0.16018959514605502,Young Adult,True,False,False
0,1,1,29.69869565217391,0,0,0.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,0,9.0,3,2,27.9,2,2,0,0,0,0,"(0.34, 20.315]",29.14107268301119,High,0.10781603417944208,-1.5184110549415526,Minor,False,False,True
0,2,1,31.0,1,1,26.25,2,1,1,1,0,0,"(20.315, 40.21]",29.668510413510457,High,0.38426740387031916,0.08720695818572426,Young Adult,False,True,False
0,3,0,41.0,0,5,39.6875,2,2,2,0,0,0,"(40.21, 60.105]",29.908254836464668,High,0.5099271173661724,0.8170333277890319,Adult,False,False,True
0,3,1,29.69869565217391,1,0,16.1,2,2,1,1,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,0,2.0,3,2,27.9,2,2,0,0,0,0,"(0.34, 20.315]",28.97325158694324,High,0.01985423473234481,-2.029289513663868,Minor,False,False,True
1,3,1,29.69869565217391,0,0,56.4958,2,2,1,1,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,1,48.0,1,0,76.7292,0,0,1,1,1,0,"(40.21, 60.105]",30.076075932532618,High,0.5978889168132696,1.3279117865113472,Adult,True,False,False
1,1,1,56.0,0,0,35.5,0,0,1,1,1,1,"(40.21, 60.105]",30.267871470895987,High,0.6984166876099522,1.9117728821939934,Adult,True,False,False
0,3,1,29.69869565217391,0,0,7.55,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,3,0,23.0,0,0,7.55,2,2,2,0,1,1,"(20.315, 40.21]",29.476714875147085,Low,0.2837396330736366,-0.4966541374969219,Young Adult,False,False,True
1,2,0,18.0,0,1,23.0,2,1,2,0,1,0,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,True,False
0,3,1,21.0,0,0,8.4333,2,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
1,3,0,29.69869565217391,0,0,7.8292,1,2,2,0,1,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,0,18.0,0,0,6.75,1,2,2,0,0,1,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,2,1,24.0,2,0,73.5,2,1,1,1,0,0,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,3,0,32.0,1,1,15.5,1,2,2,0,0,0,"(20.315, 40.21]",29.692484855805876,Medium,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
0,2,1,23.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.476714875147085,Medium,0.2837396330736366,-0.4966541374969219,Young Adult,False,True,False
0,1,1,58.0,0,2,113.275,0,0,1,1,0,0,"(40.21, 60.105]",30.31582035548683,High,0.7235486303091229,2.057738156114655,Adult,True,False,False
1,1,1,50.0,2,0,133.65,2,0,1,1,1,0,"(40.21, 60.105]",30.12402481712346,High,0.6230208595124404,1.4738770604320088,Adult,True,False,False
0,3,1,40.0,0,0,7.225,0,2,1,1,0,1,"(20.315, 40.21]",29.88428039416925,Low,0.4973611460165871,0.7440506908287011,Adult,False,False,True
0,1,1,47.0,0,0,25.5875,2,0,1,1,0,1,"(40.21, 60.105]",30.052101490237195,Medium,0.5853229454636844,1.2549291495510164,Adult,True,False,False
0,3,1,36.0,0,0,7.4958,2,2,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Low,0.4470972606182458,0.45212014298737807,Adult,False,False,True
1,3,1,20.0,1,0,7.925,2,2,1,1,1,0,"(0.34, 20.315]",29.40479154826082,Low,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,2,1,32.0,2,0,73.5,2,1,1,1,0,0,"(20.315, 40.21]",29.692484855805876,High,0.39683337521990447,0.16018959514605502,Young Adult,False,True,False
0,3,1,29.69869565217391,0,0,7.775,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,1,43.0,0,0,8.05,2,2,1,1,0,1,"(40.21, 60.105]",29.956203721055513,Low,0.5350590600653431,0.9629986017096934,Adult,False,False,True
1,1,0,29.69869565217391,1,0,52.0,2,0,2,0,1,0,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,2,0,40.0,1,1,39.0,2,1,2,0,1,0,"(20.315, 40.21]",29.88428039416925,High,0.4973611460165871,0.7440506908287011,Adult,False,True,False
0,1,1,31.0,1,0,52.0,2,0,1,1,0,0,"(20.315, 40.21]",29.668510413510457,High,0.38426740387031916,0.08720695818572426,Young Adult,True,False,False
0,2,1,70.0,0,0,10.5,2,1,1,1,0,1,"(60.105, 80.0]",30.603513663031887,Medium,0.8743402865041467,2.9335297996386243,Senior,False,True,False
1,2,1,31.0,0,0,13.0,2,1,1,1,1,1,"(20.315, 40.21]",29.668510413510457,Medium,0.38426740387031916,0.08720695818572426,Young Adult,False,True,False
0,3,1,18.0,0,0,7.775,2,2,1,1,0,1,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,1,24.5,0,0,8.05,2,2,1,1,0,1,"(20.315, 40.21]",29.512676538590217,Low,0.3025885900980146,-0.38718018205642574,Young Adult,False,False,True
1,3,0,18.0,0,0,9.8417,2,2,2,0,1,1,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,0,43.0,1,6,46.9,2,2,2,0,0,0,"(40.21, 60.105]",29.956203721055513,High,0.5350590600653431,0.9629986017096934,Adult,False,False,True
1,1,1,36.0,0,1,512.3292,0,0,1,1,1,0,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
0,3,0,29.69869565217391,0,0,8.1375,1,2,2,0,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,1,27.0,0,0,76.7292,0,0,1,1,1,1,"(20.315, 40.21]",29.57261264432877,High,0.33400351847197784,-0.2047235896555988,Young Adult,True,False,False
0,3,1,20.0,0,0,9.225,2,2,1,1,0,1,"(0.34, 20.315]",29.40479154826082,Medium,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,3,1,14.0,5,2,46.9,2,2,0,0,0,0,"(0.34, 20.315]",29.260944894488293,High,0.17064589092736868,-1.1534978701398988,Minor,False,False,True
0,2,1,60.0,1,1,39.0,2,1,1,1,0,0,"(40.21, 60.105]",30.363769240077673,High,0.7486805730082935,2.203703430035316,Adult,False,True,False
0,2,1,25.0,1,2,41.5792,0,1,1,1,0,0,"(20.315, 40.21]",29.52466375973793,High,0.3088715757728072,-0.35068886357626033,Young Adult,False,True,False
0,3,1,14.0,4,1,39.6875,2,2,0,0,0,0,"(0.34, 20.315]",29.260944894488293,High,0.17064589092736868,-1.1534978701398988,Minor,False,False,True
0,3,1,19.0,0,0,10.1708,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
0,3,1,18.0,0,0,7.7958,2,2,1,1,0,1,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
1,1,0,15.0,0,1,211.3375,2,0,0,0,1,0,"(0.34, 20.315]",29.284919336783716,High,0.18321186227695402,-1.080515233179568,Minor,True,False,False
1,1,1,31.0,1,0,57.0,2,0,1,1,1,0,"(20.315, 40.21]",29.668510413510457,High,0.38426740387031916,0.08720695818572426,Young Adult,True,False,False
1,3,0,4.0,0,1,13.4167,0,2,0,0,1,0,"(0.34, 20.315]",29.021200471534083,Medium,0.04498617743151546,-1.8833242397432064,Minor,False,False,True
0,3,1,25.0,0,0,7.225,0,2,1,1,0,1,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
0,1,1,60.0,0,0,26.55,2,0,1,1,0,1,"(40.21, 60.105]",30.363769240077673,High,0.7486805730082935,2.203703430035316,Adult,True,False,False
0,2,1,52.0,0,0,13.5,2,1,1,1,0,1,"(40.21, 60.105]",30.171973701714304,Medium,0.648152802211611,1.6198423343526702,Adult,False,True,False
1,3,0,29.69869565217391,0,0,7.7333,1,2,2,0,1,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,1,1,49.0,1,1,110.8833,0,0,1,1,0,0,"(40.21, 60.105]",30.10005037482804,High,0.610454888162855,1.400894423471678,Adult,True,False,False
0,3,1,42.0,0,0,7.65,2,2,1,1,0,1,"(40.21, 60.105]",29.93222927876009,Low,0.5224930887157577,0.8900159647493626,Adult,False,False,True
1,1,0,18.0,1,0,227.525,0,0,2,0,1,0,"(0.34, 20.315]",29.35684266366998,High,0.22090977632570996,-0.8615673222985757,Minor,True,False,False
1,1,1,35.0,0,0,26.2875,2,0,1,1,1,1,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,3,0,18.0,0,1,14.4542,0,2,2,0,0,0,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,1,25.0,0,0,7.7417,1,2,1,1,0,1,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
0,3,1,26.0,1,0,7.8542,2,2,1,1,0,0,"(20.315, 40.21]",29.54863820203335,Low,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
0,2,1,39.0,0,0,26.0,2,1,1,1,0,1,"(20.315, 40.21]",29.860305951873826,Medium,0.4847951746670017,0.6710680538683703,Adult,False,True,False
1,2,0,45.0,0,0,13.5,2,1,2,0,1,1,"(40.21, 60.105]",30.004152605646354,Medium,0.5601910027645137,1.108963875630355,Adult,False,True,False
1,1,1,42.0,0,0,26.2875,2,0,1,1,1,1,"(40.21, 60.105]",29.93222927876009,High,0.5224930887157577,0.8900159647493626,Adult,True,False,False
1,1,0,22.0,0,0,151.55,2,0,2,0,1,1,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,True,False,False
1,1,0,24.0,0,0,49.5042,0,0,2,0,1,1,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,True,False,False
0,1,1,29.69869565217391,0,0,26.55,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,1,1,48.0,1,0,52.0,2,0,1,1,1,0,"(40.21, 60.105]",30.076075932532618,High,0.5978889168132696,1.3279117865113472,Adult,True,False,False
0,3,1,29.0,0,0,9.4833,2,2,1,1,0,1,"(20.315, 40.21]",29.620561528919612,Medium,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,2,1,52.0,0,0,13.0,2,1,1,1,0,1,"(40.21, 60.105]",30.171973701714304,Medium,0.648152802211611,1.6198423343526702,Adult,False,True,False
0,3,1,19.0,0,0,7.65,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
1,1,0,38.0,0,0,227.525,0,0,2,0,1,1,"(20.315, 40.21]",29.836331509578404,High,0.4722292033174164,0.5980854169080396,Adult,True,False,False
1,2,0,27.0,0,0,10.5,2,1,2,0,1,1,"(20.315, 40.21]",29.57261264432877,Medium,0.33400351847197784,-0.2047235896555988,Young Adult,False,True,False
0,3,1,29.69869565217391,0,0,15.5,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,1,33.0,0,0,7.775,2,2,1,1,0,1,"(20.315, 40.21]",29.7164592981013,Low,0.4093993465694898,0.23317223210638577,Young Adult,False,False,True
1,2,0,6.0,0,1,33.0,2,1,0,0,1,0,"(0.34, 20.315]",29.069149356124925,High,0.0701181201306861,-1.7373589658225448,Minor,False,True,False
0,3,1,17.0,1,0,7.0542,2,2,1,1,0,0,"(0.34, 20.315]",29.332868221374557,Low,0.20834380497612465,-0.9345499592589065,Minor,False,False,True
0,2,1,34.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.74043374039672,Medium,0.42196531791907516,0.3061548690667166,Young Adult,False,True,False
0,2,1,50.0,0,0,13.0,2,1,1,1,0,1,"(40.21, 60.105]",30.12402481712346,Medium,0.6230208595124404,1.4738770604320088,Adult,False,True,False
1,1,1,27.0,1,0,53.1,2,0,1,1,1,0,"(20.315, 40.21]",29.57261264432877,High,0.33400351847197784,-0.2047235896555988,Young Adult,True,False,False
0,3,1,20.0,0,0,8.6625,2,2,1,1,0,1,"(0.34, 20.315]",29.40479154826082,Low,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
1,2,0,30.0,3,0,21.0,2,1,2,0,1,0,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
1,3,0,29.69869565217391,0,0,7.7375,1,2,2,0,1,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,25.0,1,0,26.0,2,1,1,1,0,0,"(20.315, 40.21]",29.52466375973793,Medium,0.3088715757728072,-0.35068886357626033,Young Adult,False,True,False
0,3,0,25.0,1,0,7.925,2,2,2,0,0,0,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,1,0,29.0,0,0,211.3375,2,0,2,0,1,1,"(20.315, 40.21]",29.620561528919612,High,0.35913546117114853,-0.058758315734937276,Young Adult,True,False,False
0,3,1,11.0,0,0,18.7875,0,2,0,0,0,1,"(0.34, 20.315]",29.18902156760203,Medium,0.13294797687861273,-1.372445781020891,Minor,False,False,True
0,3,1,28.5,0,0,16.1,2,2,1,1,0,1,"(20.315, 40.21]",29.608574307771903,Medium,0.35285247549635584,-0.09524963421510266,Young Adult,False,False,True
0,3,0,48.0,1,3,34.375,2,2,2,0,0,0,"(40.21, 60.105]",30.076075932532618,High,0.5978889168132696,1.3279117865113472,Adult,False,False,True
1,1,1,35.0,0,0,512.3292,0,0,1,1,1,1,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
1,1,1,29.69869565217391,0,0,30.0,2,0,1,1,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,1,1,36.0,1,0,78.85,2,0,1,1,0,0,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
1,1,0,21.0,2,2,262.375,0,0,2,0,1,0,"(20.315, 40.21]",29.428765990556244,High,0.2586076903744659,-0.6426194114175834,Young Adult,True,False,False
0,3,1,24.0,1,0,16.1,2,2,1,1,0,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
1,3,1,31.0,0,0,7.925,2,2,1,1,1,1,"(20.315, 40.21]",29.668510413510457,Low,0.38426740387031916,0.08720695818572426,Young Adult,False,False,True
0,1,1,70.0,1,1,71.0,2,0,1,1,0,0,"(60.105, 80.0]",30.603513663031887,High,0.8743402865041467,2.9335297996386243,Senior,True,False,False
0,3,1,16.0,1,1,20.25,2,2,1,1,0,0,"(0.34, 20.315]",29.30889377907914,Medium,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
1,2,0,30.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
0,1,1,19.0,1,0,53.1,2,0,1,1,0,0,"(0.34, 20.315]",29.380817105965402,High,0.23347574767529528,-0.7885846853382449,Young Adult,True,False,False
0,3,1,31.0,0,0,7.75,1,2,1,1,0,1,"(20.315, 40.21]",29.668510413510457,Low,0.38426740387031916,0.08720695818572426,Young Adult,False,False,True
1,2,0,4.0,1,1,23.0,2,1,0,0,1,0,"(0.34, 20.315]",29.021200471534083,Medium,0.04498617743151546,-1.8833242397432064,Minor,False,True,False
1,3,1,6.0,0,1,12.475,2,2,0,0,1,0,"(0.34, 20.315]",29.069149356124925,Medium,0.0701181201306861,-1.7373589658225448,Minor,False,False,True
